timestamp,TIMESTAMP,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_P,GYRO_R,GYRO_Y,GSR_RES,GSR_CON,PPG_RAW,HEART_RATE,HRV,TEMP
20703.51175,1480082.625,-8.88090992,9.117893219,5.733093739,-108.992363,-64,24.641222,326.5625916,2719,1132.600708,52.24489975,1148.4375,0
20703.5218,1480090.375,-9.067624092,8.821064949,5.955715179,-122.6717529,-61.09923553,7.236641407,326.5625916,2719,1112.087891,52.24489975,1148.4375,0
20703.53124,1480098.25,-9.527229309,7.940155506,6.898862839,-134.870224,-52.76335907,-2.335877895,326.5625916,2719,1110.622681,52.24489975,1148.4375,0
20703.53577,1480106,-9.864751816,7.461400509,7.260323048,-135.312973,-37.31297684,2.641221285,326.5625916,2719,1131.135498,52.24489975,1148.4375,0
20703.5417,1480113.875,-10.28845024,6.614003658,7.566726685,-122.9160309,-21.32824516,18.96183205,326.5625916,2719,1169.230713,52.24489975,1148.4375,0
20703.55672,1480121.625,-10.27408695,6.740873814,7.200478554,-103.5877838,-11.89312935,40.64122009,326.40271,2720,1219.780273,52.24489975,1148.4375,0
20703.55753,1480129.5,-10.23578739,7.248354435,7.073608398,-79.81679535,-4.931297779,59.0687027,326.5625916,2719,1265.201416,52.24489975,1148.4375,0
20703.57174,1480137.25,-10.21424294,8.813883781,7.10951519,-63.75572586,1.587786317,64.54962158,326.5625916,2719,1295.970703,52.24489975,1148.4375,0
20703.57259,1480145.125,-10.10652351,9.295032501,6.925194263,-54.12213898,7.007633686,63.69465637,326.7226563,2718,1304.761963,52.24489975,1148.4375,0
20703.58357,1480152.875,-9.802513123,10.07540417,6.417714119,-49.40457916,7.389312744,58.2137413,326.7226563,2718,1293.772949,52.24489975,1148.4375,0
20703.59459,1480160.75,-9.754637718,10.36505127,6.422501564,-53.17557144,9.480916023,47.20610809,326.5625916,2719,1271.062256,52.24489975,1148.4375,0
20703.59539,1480168.5,-9.721124649,10.69299793,6.685816765,-66.73282623,14.07633591,30.67175484,326.7226563,2718,1248.351685,52.24489975,1148.4375,0
20703.60986,1480176.375,-9.560742378,10.79353714,7.092758656,-87.40457916,20.56488609,13.16030502,326.882843,2717,1230.036621,52.24489975,1148.4375,0
20703.61067,1480184.125,-9.599042892,10.38420105,7.241172791,-102.2290039,30.22900772,0.748091578,326.882843,2717,1226.373657,52.24489975,1148.4375,0
20703.62446,1480192,-9.747456551,8.864152908,7.229204178,-107.6488571,44.32061005,-0.732824445,326.7226563,2718,1238.827881,52.24489975,1148.4375,0
20703.63051,1480199.75,-9.690006256,8.402153969,7.143028259,-108.0610657,58.41221237,8.274808884,326.882843,2717,1263.736206,52.24489975,1148.4375,0
20703.6375,1480207.625,-9.38120842,8.349491119,6.604428291,-94.91603088,69.28244019,23.87786293,326.882843,2717,1293.040283,52.24489975,1148.4375,0
20703.64539,1480215.375,-9.08438015,8.605625153,5.998803139,-74.1374054,77.35877991,40.15267181,326.7226563,2718,1318.681274,52.24489975,1148.4375,0
20703.65034,1480223.25,-8.873728752,9.055655479,5.761819363,-59.1450386,83.46565247,50.32061005,326.882843,2717,1335.531128,52.24489975,1148.4375,0
20703.66064,1480231,-8.507480621,10.18072987,5.247157574,-48.54961777,87.55725098,52.25954056,327.0432129,2716,1338.461548,52.24489975,1148.4375,0
20703.67644,1480238.875,-8.220227242,10.45601463,4.89048481,-36.04580307,86.65648651,52.65649033,327.0432129,2716,1326.739868,52.24489975,1148.4375,0
20703.67707,1480246.625,-7.763016224,11.02094555,4.390185356,-26.32061005,82.67175293,51.90839767,327.0432129,2716,1304.761963,52.24489975,1148.4375,0
20703.69141,1480254.5,-7.707959175,11.30101776,4.447636127,-17.55725098,83.31298065,47.67938995,327.0432129,2716,1273.260132,52.24489975,1148.4375,0
20703.6923,1480262.25,-7.669658661,11.67683983,4.598443985,-16.24427414,89.22137451,41.8625946,327.0432129,2716,1242.490845,52.24489975,1148.4375,0
20703.69956,1480270.125,-7.437462807,12.16038322,4.129263878,-14.96183205,96.10687256,36.9312973,327.2037048,2715,1219.047607,52.24489975,1148.4375,0
20703.70627,1480277.875,-7.260323048,12.33991623,3.849192142,-10.87022877,101.557251,34.59542084,327.2037048,2715,1206.593384,52.24489975,1148.4375,0
20703.71418,1480285.75,-7.035308361,12.69658852,3.327348948,-7.572519302,106,30.9312973,327.0432129,2716,1206.593384,52.24489975,1148.4375,0
20703.73318,1480293.5,-6.846199989,12.84979057,3.078396082,-3.068702221,109.0839691,26.67175484,327.2037048,2715,1215.384644,52.24489975,1148.4375,0
20703.73393,1480301.375,-6.398563862,12.9263916,2.767205238,4.244274616,110.3969498,23.87786293,327.2037048,2715,1224.175781,52.24489975,1148.4375,0
20703.75909,1480309.125,-6.022740841,12.94554138,2.475164652,13.63358784,111.1450348,24.41221428,327.0432129,2716,1232.967041,52.24489975,1148.4375,0
20703.77105,1480317,-5.828845024,12.93357277,2.333931684,25.32824516,111.7099228,24.67175484,327.2037048,2715,1235.897461,52.24489975,1148.4375,0
20703.77198,1480324.75,-5.431478024,13.1418314,2.025134563,38.09160233,111.9083939,24.73282433,327.2037048,2715,1235.164795,52.24489975,1148.4375,0
20703.77302,1480332.625,-5.208857059,13.32615185,1.819269896,49.61832047,110,25.08396912,327.3643799,2714,1233.699585,52.24489975,1148.4375,0
20703.77505,1480340.375,-4.787552357,13.45780945,1.213644505,61.83206177,105.4656525,22.36641312,327.3643799,2714,1228.571411,52.24489975,1148.4375,0
20703.78917,1480348.25,-4.490724087,13.46020317,0.976660669,70.25954437,97.87786102,20.16793823,327.2037048,2715,1217.582397,52.24489975,1148.4375,0
20703.79,1480356,-4.229802608,13.54877281,0.653500915,73.37404633,90.03053284,16.96183205,327.2037048,2715,1209.523804,52.24489975,1148.4375,0
20703.79276,1480363.875,-3.964093447,14.00119686,0.794733703,68.4274826,83.89312744,3.328244209,327.3643799,2714,1205.128174,52.24489975,1148.4375,0
20703.81101,1480371.625,-3.686415434,13.92459583,0.962298036,59.83206177,81.22137451,-11.69465637,327.3643799,2714,1211.721558,52.24489975,1148.4375,0
20703.81178,1480379.5,-3.382405758,13.44344711,1.007779717,50.24427414,79.78626251,-24.01526642,327.2037048,2715,1225.640991,52.24489975,1148.4375,0
20703.8125,1480387.25,-3.303411245,12.95751095,1.029323816,47.98473358,79.72518921,-33.25190735,327.3643799,2714,1246.886475,52.24489975,1148.4375,0
20703.82193,1480395.125,-3.255535603,11.85398006,0.952722907,49.29771042,81.84732819,-40.74809265,327.5252075,2713,1271.794922,52.24489975,1148.4375,0
20703.84092,1480402.875,-3.059246063,11.15020943,0.689407527,52.10686874,81.64885712,-46.27481079,327.2037048,2715,1300.366333,52.24489975,1148.4375,0
20703.84157,1480410.75,-2.908437967,10.76241779,0.476361454,59.31297684,78.32061005,-47.93893051,327.3643799,2714,1329.670288,52.24489975,1148.4375,0
20703.8423,1480418.5,-2.731298685,9.919808388,0.13165769,68.53434753,74.76335907,-46.09160233,327.3643799,2714,1357.509155,52.24489975,1148.4375,0
20703.85724,1480426.375,-2.692998171,9.567923546,0.014362657,78.38167572,70.30534363,-43.8625946,327.5252075,2713,1378.021973,52.24489975,1148.4375,0
20703.85793,1480434.125,-2.551765442,9.093955994,-0.236983836,87.26717377,65.46565247,-41.63358688,327.5252075,2713,1398.53479,52.24489975,1148.4375,0
20703.87682,1480442,-2.458408117,8.979054451,-0.304009587,93.72518921,60.61068726,-39.92366409,327.5252075,2713,1417.582397,52.24489975,1148.4375,0
20703.88587,1480449.75,-2.226211786,8.691801071,-0.493117899,96.39694977,55.58778763,-39.96946716,327.5252075,2713,1434.432251,52.24489975,1148.4375,0
20703.88703,1480457.625,-2.020347118,8.308796883,-0.646319568,96.22900391,49.5725174,-41.09923553,327.6862183,2712,1443.223389,52.24489975,1148.4375,0
20703.88973,1480465.375,-1.821663618,8.043087959,-0.761220813,93.11450195,41.41984558,-40.3511467,327.6862183,2712,1449.084229,52.24489975,1148.4375,0
20703.89939,1480473.25,-1.663674474,7.652902603,-0.751645744,90.15267181,33.75572586,-38.06106949,327.5252075,2713,1449.816895,52.24489975,1148.4375,0
20703.91509,1480481,-1.71394372,7.420706272,-0.629563153,87.58778381,30.4274807,-38.94656372,327.5252075,2713,1448.351685,52.24489975,1148.4375,0
20703.91984,1480488.875,-1.632555366,6.841412544,-0.567324936,84,28.18320656,-40.09160233,327.6862183,2712,1447.619019,52.24489975,1148.4375,0
20703.92748,1480496.625,-1.39557147,6.283662319,-0.85697186,82.32061005,23.16030502,-36.88549805,327.8473511,2711,1447.619019,52.24489975,1148.4375,0
20703.94348,1480504.5,-1.311789393,6.084979057,-0.983842015,83.11450195,16.61068726,-32.41221237,327.6862183,2712,1443.956055,52.24489975,1148.4375,0
20703.94398,1480512.25,-1.330939531,5.534410477,-1.055655241,85.12976837,11.22137451,-28.70228958,327.6862183,2712,1437.362671,52.24489975,1148.4375,0
20703.94449,1480520.125,-1.321364403,5.261519909,-1.105924606,86.44274902,5.908396721,-26.4274807,327.6862183,2712,1426.373657,52.24489975,1148.4375,0
20703.95652,1480527.875,-1.261520028,4.804308891,-1.304607987,90.10687256,-0.366412222,-23.25190926,327.8473511,2711,1415.384644,52.24489975,1148.4375,0
20703.96643,1480535.75,-1.237582326,4.579293728,-1.34051466,92.79389191,-7.450381756,-20.30534363,327.6862183,2712,1404.39563,52.24489975,1148.4375,0
20703.97593,1480543.5,-1.141831279,3.959305763,-1.484141231,91.83206177,-14.97709942,-16.59541893,327.8473511,2711,1394.871826,52.24489975,1148.4375,0
20703.98042,1480551.375,-1.137043715,3.60502696,-1.630161524,90.39694977,-23.43511391,-11.72519112,327.8473511,2711,1386.080566,52.24489975,1148.4375,0
20703.99541,1480559.125,-1.141831279,3.456612825,-1.582286,88.71755981,-29.61832047,-8.656488419,328.008667,2710,1381.684937,52.24489975,1148.4375,0
20703.99609,1480567,-1.120287299,3.2315979,-1.467384815,82.44274902,-35.6488533,-5.984732628,327.6862183,2712,1377.289429,52.24489975,1148.4375,0
20703.99957,1480574.75,-1.093955755,3.143028021,-1.39557147,75.12976837,-40.79389191,-2.717557192,327.8473511,2711,1374.359009,52.24489975,1148.4375,0
20704.0153,1480582.625,-1.127468586,2.97785759,-1.297426701,67.72518921,-46.15267181,-0.259541988,327.8473511,2711,1371.428589,52.24489975,1148.4375,0
20704.01579,1480590.375,-1.158587694,2.927588224,-1.223219633,58.80916214,-51.48091507,1.297709942,328.008667,2710,1368.498169,52.24489975,1148.4375,0
20704.02826,1480598.25,-1.206463218,2.896469116,-1.172950387,49.32824326,-57.92366409,2.229007721,327.8473511,2711,1363.369995,52.24489975,1148.4375,0
20704.03428,1480606,-1.335727096,2.760023832,-1.06523037,40.47328186,-65.37404633,1.694656491,327.8473511,2711,1355.311401,52.24489975,1148.4375,0
20704.04921,1480613.875,-1.460203528,2.647516489,-0.976660669,32.01526642,-72.564888,0.137404576,328.008667,2710,1340.659302,52.24489975,1148.4375,0
20704.05184,1480621.625,-1.706762433,2.539796591,-0.665469766,20.80916023,-79.14503479,-2.671755791,328.008667,2710,1326.007324,52.24489975,1148.4375,0
20704.05817,1480629.5,-1.776181936,2.51585865,-0.517055631,9.770992279,-84.44274902,-6.244274616,328.008667,2710,1309.157471,52.24489975,1148.4375,0
20704.06919,1480637.25,-1.898264527,2.288450003,-0.172351882,-2.427480936,-90.91603088,-7.007633686,328.008667,2710,1297.435913,52.24489975,1148.4375,0
20704.07513,1480645.125,-2.118491888,2.027528524,0.203470975,-13.1450386,-96.21373749,-7.419847488,328.008667,2710,1288.644653,52.24489975,1148.4375,0
20704.08115,1480652.875,-2.192698956,1.895870686,0.476361454,-20.87022972,-100.4885483,-7.55725193,328.008667,2710,1283.516479,52.24489975,1148.4375,0
20704.10617,1480660.75,-2.405745029,1.541591883,0.921603858,-25.58778572,-102.1374054,-3.755725145,328.008667,2710,1287.912109,52.24489975,1148.4375,0
20704.11319,1480668.5,-2.549371719,1.402752876,1.101137042,-26.99236679,-103.4809189,3.236641169,327.8473511,2711,1301.831543,52.24489975,1148.4375,0
20704.11971,1480676.375,-2.807899475,1.225613356,1.134649873,-26.39694595,-106.7175598,12.5038166,328.008667,2710,1325.27478,52.24489975,1148.4375,0
20704.1205,1480684.125,-3.159784555,1.457809687,1.323758245,-21.89312935,-110,21.29771042,328.008667,2710,1359.706909,52.24489975,1148.4375,0
20704.1231,1480692,-3.272292137,1.663674474,1.539198041,-19.58778572,-113.1297684,30.1374054,328.1701355,2709,1405.128174,52.24489975,1148.4375,0
20704.13813,1480699.75,-3.459006548,2.017953396,1.891083241,-21.25190926,-116.8549652,36.18320465,327.8473511,2711,1464.468872,52.24489975,1148.4375,0
20704.13899,1480707.625,-3.595451832,2.116098166,1.996409297,-21.80152702,-121.114502,40.33587646,328.1701355,2709,1528.937744,52.24489975,1148.4375,0
20704.14315,1480715.375,-3.83482933,2.247755766,2.223818064,-20.61068726,-123.6946564,44.99236679,327.8473511,2711,1597.06958,52.24489975,1148.4375,0
20704.15819,1480723.25,-3.995212555,2.341113091,2.355475664,-24.67175484,-125.7404556,51.96946716,328.1701355,2709,1664.468872,52.24489975,1148.4375,0
20704.16726,1480731,-4.371035099,3.01137042,2.740873814,-30.90076256,-123.3893127,55.38931274,328.3317566,2708,1728.205078,52.24489975,1148.4375,0
20704.16811,1480738.875,-4.526630878,3.786953926,2.870137691,-35.63358688,-120.0610657,55.96946716,328.1701355,2709,1786.813232,52.24489975,1148.4375,0
20704.17702,1480746.625,-4.557749748,4.210652351,2.803111792,-38.58015442,-119.67939,58.8549614,328.1701355,2709,1838.095215,52.24489975,1148.4375,0
20704.188,1480754.5,-4.689407349,5.347695827,2.750448942,-40.88549805,-121.1297684,59.20610809,328.3317566,2708,1879.12085,52.24489975,1148.4375,0
20704.18876,1480762.25,-4.821065426,5.907839775,2.738479853,-44.82442856,-123.8320618,57.16030502,328.1701355,2709,1904.029297,52.24489975,1148.4375,0
20704.19794,1480770.125,-5.242369652,6.81268692,2.719329834,-49.5725174,-127.5419846,52.91603088,328.3317566,2708,1909.157471,52.24489975,1148.4375,0
20704.21673,1480777.875,-5.555954456,7.468581676,2.810293198,-52.22900772,-132.7175598,47.35877991,328.3317566,2708,1897.435913,52.24489975,1148.4375,0
20704.22683,1480785.75,-5.795331955,7.600239277,2.891681671,-53.00763321,-138.0305328,43.8625946,328.1701355,2709,1870.329712,52.24489975,1148.4375,0
20704.2309,1480793.5,-6.269299984,7.545182705,3.181328535,-46.36641312,-140.5190887,42.96183395,328.008667,2710,1833.699585,52.24489975,1148.4375,0
20704.23173,1480801.375,-6.511071205,7.490125656,3.368043184,-29.90839767,-139.4961853,48.03053284,328.1701355,2709,1794.13916,52.24489975,1148.4375,0
20704.23584,1480809.125,-6.997007847,7.557151318,3.667265177,-8.732824326,-138.6717529,59.29771042,328.3317566,2708,1756.043945,52.24489975,1148.4375,0
20704.24477,1480817,-7.250748158,7.865948677,3.885098696,10.01526737,-138.1068726,71.08396912,328.3317566,2708,1717.94873,52.24489975,1148.4375,0
20704.26095,1480824.75,-7.648114681,9.235188484,4.519449234,22.35114479,-135.3740387,77.48091888,328.1701355,2709,1682.05127,52.24489975,1148.4375,0
20704.26574,1480832.625,-7.87791729,11.06882095,5.249551296,25.02290154,-130.5190887,77.22137451,328.3317566,2708,1639.560425,52.24489975,1148.4375,0
20704.2718,1480840.375,-7.980849743,11.90664291,5.520047665,12.45801544,-124.9770966,69.23664093,328.4935303,2707,1589.74353,52.24489975,1148.4375,0
20704.28974,1480848.25,-8.229802132,13.43865967,5.804907322,-5.725190639,-116.9160309,48.97710037,328.3317566,2708,1538.461548,52.24489975,1148.4375,0
20704.29047,1480856,-8.284859657,13.86235809,5.821663857,-25.22137451,-110.8549652,21.12977028,328.3317566,2708,1490.109863,52.24489975,1148.4375,0
20704.29166,1480863.875,-8.361459732,13.86953926,5.819270134,-43.35877991,-104.244278,-4.015267372,328.3317566,2708,1449.084229,52.24489975,1148.4375,0
20704.30662,1480871.625,-8.7684021,12.83782196,5.883902073,-52.62595367,-95.92366791,-18.67175484,328.3317566,2708,1419.780273,52.24489975,1148.4375,0
20704.30864,1480879.5,-9.010173798,12.14362621,5.867145538,-55.37404633,-84.67175293,-23.22137451,328.4935303,2707,1404.39563,52.24489975,1148.4375,0
20704.32778,1480887.25,-9.211250305,11.32495499,5.543985844,-50.12213898,-74.32061005,-21.23664093,328.1701355,2709,1402.197754,52.24489975,1148.4375,0
20704.32863,1480895.125,-9.266307831,11.1478157,5.297426701,-35.93893051,-65.92366791,-13.78625965,328.4935303,2707,1408.79126,52.24489975,1148.4375,0
20704.33457,1480902.875,-9.261520386,10.96110153,4.813883781,-17.00763321,-60.09160233,-4.015267372,328.4935303,2707,1419.780273,52.24489975,1148.4375,0
20704.34869,1480910.75,-9.345302582,10.95631313,4.643925667,-1.221374035,-54.91603088,5.786259651,328.4935303,2707,1427.838867,52.24489975,1148.4375,0
20704.34988,1480918.5,-9.405146599,11.71514034,4.560143471,7.190839767,-48.04580307,9.938931465,328.008667,2710,1430.769287,52.24489975,1148.4375,0
20704.35106,1480926.375,-9.323758125,12.59365654,4.430879593,12.21374035,-41.51145172,8.320611,328.4935303,2707,1427.106201,52.24489975,1148.4375,0
20704.36955,1480934.125,-9.292638779,12.7420702,4.385397911,14.56488514,-36.25954056,4.244274616,328.4935303,2707,1416.849854,52.24489975,1148.4375,0
20704.3718,1480942,-9.204069138,12.99102306,4.332735062,14.22900772,-29.93893051,0,328.3317566,2708,1400.732544,52.24489975,1148.4375,0
20704.40124,1480949.75,-9.213644981,13.09634972,4.299221992,12.01526737,-24.48855019,-8.213740349,328.1701355,2709,1379.487183,52.24489975,1148.4375,0
20704.40168,1480957.625,-9.108318329,13.0580492,4.198683262,11.1755724,-20.48855019,-15.80152702,328.4935303,2707,1355.311401,52.24489975,1148.4375,0
20704.40835,1480965.375,-9.168162346,12.51705551,4.146020412,13.58778667,-15.38931274,-20.45801544,328.3317566,2708,1332.600708,52.24489975,1148.4375,0
20704.40864,1480973.25,-9.153800011,12.21304607,4.1316576,17.8625946,-8.778625488,-23.29771042,328.4935303,2707,1317.94873,52.24489975,1148.4375,0
20704.41426,1480981,-9.050868034,11.8898859,3.887492418,22.99236679,-3.877862692,-24.01526642,328.4935303,2707,1309.890137,52.24489975,1148.4375,0
20704.41467,1480988.875,-8.993416786,11.80849743,3.767803669,30.35114479,-0.091603056,-23.70992279,328.1701355,2709,1308.424927,52.24489975,1148.4375,0
20704.42411,1480996.625,-8.794734001,11.62417698,3.679234028,37.6488533,2.259541988,-23.41984749,328.3317566,2708,1309.890137,52.24489975,1148.4375,0
20704.44414,1481004.5,-8.809096336,11.52603245,3.672052622,41.58778763,4.732824326,-23.46564865,328.3317566,2708,1318.681274,52.24489975,1148.4375,0
20704.44439,1481012.25,-8.718132973,11.4207058,3.806104183,44.1374054,7.618320465,-26.45801544,328.1701355,2709,1332.600708,52.24489975,1148.4375,0
20704.45408,1481020.125,-8.490724564,11.17893505,3.995212555,45.66412354,10.4274807,-29.48091698,328.1701355,2709,1342.857178,52.24489975,1148.4375,0
20704.45436,1481027.875,-8.368641853,11.01376438,4.134051323,44.38167953,13.83206081,-32.74809265,328.3317566,2708,1350.915771,52.24489975,1148.4375,0
20704.46266,1481035.75,-8.241771698,10.59006596,4.337522507,43.45038223,18.53435135,-37.5725174,328.1701355,2709,1361.172119,52.24489975,1148.4375,0
20704.48302,1481043.5,-8.196290016,10.36983871,4.339916229,42.54961777,23.03816795,-42.62595367,328.008667,2710,1370.695923,52.24489975,1148.4375,0
20704.48326,1481051.375,-8.114901543,9.979653358,4.270496845,41.54198456,27.26717567,-47.34350967,328.1701355,2709,1379.487183,52.24489975,1148.4375,0
20704.48497,1481059.125,-8.107720375,9.510472298,4.160383224,40.56488419,29.95419884,-51.75572586,328.1701355,2709,1391.941406,52.24489975,1148.4375,0
20704.49466,1481067,-8.078994751,9.268701553,4.148414135,38.59542084,32.03053284,-56.36641312,328.008667,2710,1401.46521,52.24489975,1148.4375,0
20704.50295,1481074.75,-8.047875404,8.655894279,4.205864906,36.15267181,33.8625946,-59.5725174,328.008667,2710,1409.523804,52.24489975,1148.4375,0
20704.52088,1481082.625,-8.040694237,8.351884842,4.270496845,33.55725098,36.76335907,-61.80152512,328.008667,2710,1417.582397,52.24489975,1148.4375,0
20704.52286,1481090.375,-7.997606277,7.717534542,4.447636127,33.37404633,40.87022781,-64.16793823,328.008667,2710,1423.443237,52.24489975,1148.4375,0
20704.53281,1481098.25,-7.954518318,7.39676857,4.564931393,32.09160233,45.23664093,-64.44274902,327.8473511,2711,1429.304077,52.24489975,1148.4375,0
20704.53776,1481106,-7.748653412,6.862956524,4.720526695,31.70992279,49.32824326,-61.16030502,327.8473511,2711,1435.897461,52.24489975,1148.4375,0
20704.54478,1481113.875,-7.459006786,6.465589523,4.763614655,33.48091507,51.84732819,-56.10686874,327.8473511,2711,1442.490845,52.24489975,1148.4375,0
20704.5548,1481121.625,-7.346498966,6.324356556,4.787552357,36.3511467,51.87786102,-50.12213898,327.8473511,2711,1443.956055,52.24489975,1148.4375,0
20704.55514,1481129.5,-7.224416733,6.254937172,4.931179047,39.92366409,52.83969498,-46.50381851,327.8473511,2711,1440.293091,52.24489975,1148.4375,0
20704.56574,1481137.25,-7.236385345,6.18791151,5.046080112,42.8549614,53.95419693,-45.92366409,327.6862183,2712,1430.036621,52.24489975,1148.4375,0
20704.57175,1481145.125,-7.092758656,5.94374609,5.244763851,43.74045944,55.05343628,-45.69465637,327.8473511,2711,1414.651978,52.24489975,1148.4375,0
20704.58767,1481152.875,-7.004189014,5.773787975,5.352483749,43.43511581,55.41984558,-46.4274826,327.6862183,2712,1393.406616,52.24489975,1148.4375,0
20704.59463,1481160.75,-6.982645035,5.596648693,5.414721489,43.84732819,57.32824326,-50.07633591,327.6862183,2712,1373.626343,52.24489975,1148.4375,0
20704.5949,1481168.5,-6.827049732,5.158587456,5.512866497,42.9312973,60.06106949,-52.9312973,327.5252075,2713,1357.509155,52.24489975,1148.4375,0
20704.61187,1481176.375,-6.736086369,4.938360214,5.541591644,39.46564865,63.66412354,-53.5725174,327.5252075,2713,1345.787598,52.24489975,1148.4375,0
20704.61214,1481184.125,-6.535008907,4.521843433,5.474565983,33.54198456,67.03816986,-54.74809265,327.6862183,2712,1339.194092,52.24489975,1148.4375,0
20704.62457,1481192,-6.408138752,4.28725338,5.390783787,27.67938995,70.67175293,-55.6488533,327.5252075,2713,1340.659302,52.24489975,1148.4375,0
20704.63955,1481199.75,-6.07779789,3.789347649,5.283063889,22.1374054,74.5038147,-55.08396912,327.5252075,2713,1346.520142,52.24489975,1148.4375,0
20704.64655,1481207.625,-5.776181698,3.375224352,5.024536133,17.80152702,75.75572205,-53.08396912,327.3643799,2714,1352.380981,49.54838562,1210.9375,0
20704.65649,1481215.375,-5.61579895,3.17654109,4.892878532,14.53435135,76.96183014,-49.96946716,327.0432129,2716,1361.904785,49.54838562,1210.9375,0
20704.65676,1481223.25,-5.369239807,2.712148428,4.72531414,11.45038128,77.87786102,-45.70992279,327.3643799,2714,1370.695923,49.54838562,1210.9375,0
20704.66046,1481231,-5.278276443,2.549371719,4.59365654,7.847328186,78.24427795,-42.15267181,327.2037048,2715,1378.021973,49.54838562,1210.9375,0
20704.67046,1481238.875,-5.19688797,2.161579847,4.27528429,5.908396721,78.5038147,-38.44274902,327.2037048,2715,1386.080566,49.54838562,1210.9375,0
20704.67943,1481246.625,-5.225613594,1.972471595,4.040694237,3.923664093,80.01526642,-33.29771042,327.2037048,2715,1397.06958,49.54838562,1210.9375,0
20704.68923,1481254.5,-5.125074863,1.634949088,3.980849743,0.48854962,81.64885712,-28.5038166,327.0432129,2716,1409.523804,49.54838562,1210.9375,0
20704.69436,1481262.25,-4.87851572,1.448234558,3.765409946,-4.824427605,83.20610809,-24.45801544,326.882843,2717,1421.245361,49.54838562,1210.9375,0
20704.70936,1481270.125,-4.756433487,1.436265707,3.64811492,-10.35114479,83.95420074,-20.9312973,326.882843,2717,1429.304077,49.54838562,1210.9375,0
20704.70964,1481277.875,-4.507480621,1.4506284,3.363255501,-15.87786293,84.77862549,-17.8625946,327.0432129,2716,1432.967041,49.54838562,1210.9375,0
20704.71835,1481285.75,-4.392579079,1.481747508,3.207660198,-21.52671814,86.79389191,-14.24427509,326.882843,2717,1431.501831,49.54838562,1210.9375,0
20704.72833,1481293.5,-4.081388474,1.587073565,2.719329834,-24.90076256,87.8625946,-8.916030884,326.5625916,2719,1424.175781,49.54838562,1210.9375,0
20704.73427,1481301.375,-3.928186655,1.71394372,2.039497375,-24.71755791,86.79389191,-1.129770994,326.7226563,2718,1415.384644,49.54838562,1210.9375,0
20704.74526,1481309.125,-3.916217804,1.859964132,1.764213085,-23.28244209,84.47328186,5.755725384,326.5625916,2719,1403.662964,49.54838562,1210.9375,0
20704.75529,1481317,-3.784560204,2.309993982,1.330939531,-21.80152702,81.35877991,10.73282433,326.5625916,2719,1391.20874,49.54838562,1210.9375,0
20704.76422,1481324.75,-3.727109432,2.52782774,1.127468586,-21.92366409,77.58778381,14.10687065,326.40271,2720,1375.824219,49.54838562,1210.9375,0
20704.7732,1481332.625,-3.612208366,2.896469116,0.698982656,-21.34351158,71.40457916,14.88549614,326.5625916,2719,1357.509155,49.54838562,1210.9375,0
20704.77351,1481340.375,-3.554757595,3.104727745,0.555356085,-23.5725193,65.4961853,12.83969498,326.5625916,2719,1338.461548,49.54838562,1210.9375,0
20704.78314,1481348.25,-3.449431419,3.585876703,0.521843195,-34.10686874,58.87022781,6.71755743,326.40271,2720,1318.681274,49.54838562,1210.9375,0
20704.78367,1481356,-3.46140027,4.095751286,0.605625391,-50.4274826,53.45038223,-5.694656372,326.0834045,2722,1298.901123,49.54838562,1210.9375,0
20704.79017,1481363.875,-3.468581676,4.177139282,0.629563153,-69.61832428,48.61068726,-19.4961834,326.242981,2721,1279.12085,49.54838562,1210.9375,0
20704.80511,1481371.625,-3.533213615,3.77977252,0.655894697,-84.83969116,42.90076447,-27.12977028,326.242981,2721,1266.666626,49.54838562,1210.9375,0
20704.81907,1481379.5,-3.700778008,3.324955225,0.761220813,-93.84732819,39.20610809,-27.7862587,326.0834045,2722,1260.073242,49.54838562,1210.9375,0
20704.83313,1481387.25,-4.155595303,2.51585865,1.031717539,-96.61068726,40.67175674,-22.90076256,325.9239807,2723,1261.538452,49.54838562,1210.9375,0
20704.83899,1481395.125,-4.399760723,2.326750517,1.007779717,-94.51908112,42.22900772,-13.66412258,325.76474,2724,1273.260132,49.54838562,1210.9375,0
20704.84599,1481402.875,-4.438061237,2.427289009,0.883303404,-87.02290344,41.19083786,-1.236641169,325.9239807,2723,1288.644653,49.54838562,1210.9375,0
20704.85196,1481410.75,-4.608019352,3.008976698,0.624775589,-79.37404633,37.83206177,8.412213326,325.6056213,2725,1304.029297,49.54838562,1210.9375,0
20704.86094,1481418.5,-4.627169132,3.470975399,0.550568521,-76.18320465,32.32061005,10.59541988,325.6056213,2725,1312.820557,49.54838562,1210.9375,0
20704.86905,1481426.375,-4.684619904,4.332735062,0.414123267,-74.12213898,23.41984749,7.419847488,325.6056213,2725,1309.157471,49.54838562,1210.9375,0
20704.86932,1481434.125,-4.713345528,4.58168745,0.502692997,-75.66412354,13.41984749,2.396946669,325.6056213,2725,1295.970703,49.54838562,1210.9375,0
20704.87299,1481442,-5.01256752,5.170556545,1.237582326,-85.90839386,6.564885616,-8.839694977,325.4466858,2726,1276.19043,49.54838562,1210.9375,0
20704.88286,1481449.75,-5.529623032,5.620586395,1.941352487,-99.435112,1.328244328,-25.23664093,325.2878723,2727,1256.410278,49.54838562,1210.9375,0
